Title,Identifier,Creators,Supervisors,Lang,Subjects,SubjectsVDP,Date,Institute,FacultyShort,FacultyLong,InstituteShort,InstituteLong,MasterProg,LangNorm
"Grunnskolens opplæring om, gjennom, for og til demokrati: En studie av grunnskolelærerutdanningens bidrag",https://hdl.handle.net/10642/3452,"Grødem, Sara","Koritzinsky, Theo",nb,demokratiopplæring|grunnskolelærerutdanningen|opplæringsloven,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289|VDP::Samfunnsvitenskap: 200::Statsvitenskap og organisasjonsteori: 240::Offentlig og privat administrasjon: 242,2015,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Kroppsøving som dannelsesfag - en case-studie i hvordan dannelsesaspektet blir ivaretatt i praksis,https://hdl.handle.net/10642/6243,"Price, Pål Skappel","Vingdal, Inger Marie|Løndal, Knut",nb,Kroppsøving|Dannelse|Motivasjon,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Brøk i tekstoppgaver: En analyse av innhold og kognitive utfordringer i læremidler på åttende trinn,https://hdl.handle.net/10642/9149,"Mo, Maria Vilde","Briseid, Eyvind Martol",nb,Innholdsanalyser|Brøker|Tekstoppgaver|Læremidler|MEG-rammeverk|Mathematics Expert Group-rammeverk,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Personlig livssyn i konflikt med undervisning om evolusjonsteori?,https://hdl.handle.net/10642/6187,"Bruland, Ingvill","Ørmen, Torfinn",nb,Evolusjonsteori|Undervisning|Normkategorier|Livssynsoppfatning,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
«... giddingen handler om at det har noe for seg» - En kvalitativ studie om politisk mestringstro i skolen,https://hdl.handle.net/11250/2789522,"Kalef, Agri","Jøsok, Evy|Rechelt Lind, Andreas",nb,Politisk mestringstro|Demokratisk medborgerskap|Demokratiopplæring|Politisk deltakelse,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Kritisk tenkning i samfunnsfag,https://hdl.handle.net/10642/6241,"Reinsve, Cecilie","Ferrer, Marlen",nb,Kritisk tenkning|Samfunnsfagundervisning,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Elevers meningsskaping i møte med litteratur i norskfaget - En diskursanalytisk tilnærming til elevers resepsjon av en ungdomsroman,https://hdl.handle.net/10642/6397,"Henjum, Line","Skarstein, Dag",nb,Diskurser|Syntagmatiske tenkemåter|Paradigmatiske tenkemåter|Hermeneutikk,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Kjønn i kroppsøving: En kvalitativ studie om kroppsøvingslærere i ungdomsskole og videregående skole sine oppfatninger om kjønn,https://hdl.handle.net/11250/2759348,"Iversen, Marita Holmen","Langnes, Tonje Fjogstad",nb,Kjønn|Kroppsøving|Kroppsøvingslærere|Kjønnsstereotypier|Idretter|Doing gender|Hegemonisk maskulinitet|Kjønnsgjøring|Genders|Physical education|Physical education teachers|Gender stereotypes|Sports|Hegemonic masculinity,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Lærerens arbeid for å fremme elevers lesemotivasjon,https://hdl.handle.net/10642/8685,"Hermansen, Marte Aleksandra","Svanes, Ingvill Krogstad|Hatlevik, Ove Edvard",nb,Lesemotivasjon|Begynneropplæring|Lesing|Motivasjon|Leseopplæring|Tilhørighet|Autonomi|Mestring|Kompetanse|Lærer|Elever,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Det uforutsette terrorangrepet i samfunnsfagundervisningen,https://hdl.handle.net/10642/8713,"Knutsen, Hanne","Ferrer, Marlen|Granås, Anders Kjøstvedt",nb,Terrorangrep|Terrorisme|Samfunnsfag|Risikosamfunn|Undervisning|Elevperspektiv|Lærerperspektiv,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"Språkets betydning: En analyse av fagplanene i norsk 1997-2020. Fra ""jeg arbeider"" til ""jeg reflekterer""",https://hdl.handle.net/11250/2759190,"Ødegaardshaugen, Ragna Hovig","Lind, Anne",nb,Fagfornyelser|Kunnskapsløftet|Læreplanen av 1997|Norskfag|Fagplaner|Dannelse|Curriculum|Literacy|Kunnskap|Diskursanalyser|Kvantitative innholdsanalyser|Taksonomier|Nasjonale prøver|Utdanning|Språk,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
22. juli som undervisningsinnhold i skolen,https://hdl.handle.net/10642/9155,"Vorkinn, Aurora","Ryen, Erik",nb,22. juli|Danning|Undervisningsinnhold|Didaktikk|Samfunnsfag,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
«Hvor går vi nå?» En intervjustudie av rektorer og lærere om utviklingsprosesser knyttet til kritisk tenking og dybdelæring i overordnet del av læreplanverket Fagfornyelsen 2020.,https://hdl.handle.net/10642/9156,"Halvorsrud-Munoz, Merete","Eri, Thomas",nb,Kritisk tenkning|Dybdelæring|Aktivitetsteorier|Skolereformer|Implementeringer|Fagfornyelser|Lokal skoleutvikling|Systemiske motsetninger,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
«En skole for alle» - En kvalitativ studie av hvordan lærere på mellomtrinnet planlegger og arbeider for en inkluderende opplæring for elever med vedtak om spesialundervisning,https://hdl.handle.net/11250/2788977,"Larsen, Eline","Håøy, Annbjørg",nb,Inkludering|Inkluderende opplæring|Læringsmiljøer|Spesialundervisning|Fellesskap|Læringsutbytter|Individuelle opplæringsplaner|Tilpasset opplæring|Inclusion|Inclusive education|Learning environments|Special education|Fellowships|Learning outcomes|Individual subject curriculum|Adapted teaching,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Hvilke kunnskapsformer i friluftsliv oppfatter et utvalg kroppsøvingslærerstudenter at de har tilegnet seg i løpet av studiet? - En kvalitativ undersøkelse om faglærerutdanningen i kroppsøving ved OsloMet.,https://hdl.handle.net/10642/8684,"Alm-Hansen, Emil","Birch, Jens|Jensen, Rein Magnus",nb,Friluftsliv|Kroppsøving|Lærerutdanning|Kunnskap,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Kjønn i kroppsøvingsfaget: En studie om elevenes erfaringer av kjønn i kroppsøvingsfaget,https://hdl.handle.net/10642/8716,"Bjørnevik, Sissel Eline","Løndal, Knut (hovedveileder)|Engebretsen, Berit",nb,Elever|Kjønn|Kroppsøvingsfaget|Ungdomsskoleelever,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"En kvalitativ studie om lesbiske, homofile og transpersoners opplevelser i kroppsøvingsfaget i den videregående skolen",https://hdl.handle.net/10642/9173,"Olsen, Anne Lise","Skundberg, Øystein",nb,Seksuelle legninger|Kjønnsidentiteter|Fenomenologi|Kroppsøving|Heteronormativitet|Hegemonisk maskulinitet|Inkludering|Skolemiljøer|Sexual orientations|Gender identities|Phenomenology|Physical education|Heteronormativity|Hegemonic masculinity|Inclusion|School environments|LHBTQ,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Choosing post-compulsory mathematics : a comparative study of students’ accounts of choosing mathematics in Norway and England,https://hdl.handle.net/10642/1623,"With, Katarina","Solomon, Yvette",en,Mathematics|Students|England|Norway|Educational systems,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280,2013,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,eng
Kroppsøvingslæreres refleksjoner om kjønnsforskjeller og aktivitetsvalg,https://hdl.handle.net/10642/8722,"Mjelva, Christopher","Langnes, Tonje",nb,Kjønnsforskjeller|Kroppsøving|Læreplaner|Aktivitetsvalg|Sosialt konstruert kjønn|Lærere|Refleksjoner,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Nyutdannede læreres erfaringer knyttet til skole-hjem samarbeid,https://hdl.handle.net/10642/9130,"Alsaker, Martine","Gillespie, Astrid",nb,Nyutdannete lærere|Skole-hjemmesamarbeid|Erfaringer|Opplevelser|Yrkestid,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Volleyball i skolen. En kvalitativ undersøkelse av hvordan kroppsøvingslærere gjennomfører volleyball i kroppsøvingsundervisningen og hvorfor de gjør det.,https://hdl.handle.net/10642/6751,"Hauge, Espen","Standal, Øyvind|Jensen, Rein Magnus",nb,Kroppsøving|Idrettsteknikker|Volleyball,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"""Noe man skal sitte igjen med"" - En kvalitativ studie av elevers samtaler om fiksjonstekster i norskfaget",https://hdl.handle.net/11250/2799823,"Kvam, Marianne Rostad","Skarstein, Dag",nb,Literacy|Litterære kompetanser|Litterære samtaler,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Demokratisk danning og sosial ulikhet – en kvalitativ studie om demokratisk danning i skolen,https://hdl.handle.net/11250/2759344,"Gundersen, Charlotte","Jøsok, Evy|Seland, Idunn",nb,Demokratisk danning|Sosiale ulikheter|Tilpassing|Demokratiforståelse|Demokratiopplæring|Opplæringsformål|Sosioøkonomiske statuser,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Muntlige kompetanser i norsklærerverk for ungdomstrinnet: En kvalitativ og kvantitativ lærebokanalyse,https://hdl.handle.net/10642/8715,"Karlsen, Terese","Øgreid, Anne-Kristine|Hægeland, Toril",nb,Lærebøker|Kunnskapsløftet|Ungdomsskolen|Muntlige ferdigheter|Muntlighet,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
"Standpunktkarakter i naturfag: Læreres praksis, og hvordan denne samsvarer med intensjoner i nasjonale styringsdokumenter",https://hdl.handle.net/10642/6237,"Steffensen, Laila","Jensen, Inger Kristine|Ramton, Aase Marit Sørum",nb,Naturfag|Vurdering|Sluttvurdering|Standpunktkarakter,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Matematikklekser i barneskolen. En studie av foreldres holdninger til og involvering i barns matematikklekser,https://hdl.handle.net/11250/2759248,"Storebø, Kathrin Liselott","Fadum, Aleksandra Hara|Kleve, Bodil",nb,Holdninger|Lekser|Foreldre|Involvering|Matematikk|Matematikklekser|Oppfatninger|Foreldreinvolvering,,2020,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
En kvalitativ studie om hørselshemmede elevers skolelivskvalitet og skolens rolle i deres vei mot voksenlivet,https://hdl.handle.net/11250/2789085,"Johansen, Nora Torgrimsdatter","Hjulstad, Oddvar",nb,Hørselstap|Skolelivskvalitet|Tilrettelegging|Psykososiale barrierer|Stigmatisering|Fremtidshåp|Høyere utdanning|Arbeidsliv|Hearing impairments|School life quality|Adaptions|Psychosocial barriers|Stigmas|Future hopes|Higher education|Working lives,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Mot alle odds - En kvalitativ studie av hvordan lærere fremmer resiliens hos risikoutsatte barn for å skape god psykisk helse,https://hdl.handle.net/11250/2823030,"Rahman, Soma","Andersson-Bakken, Emilia",nb,Resiliens|Risiki|Psykisk helse|Motivasjoner|Selvregulering|Selvoppfatninger|Relasjoner|Resilience|Risks|Mental health|Motivations|Self-regulating|Self-perceptions|Relations,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Islamundervisning i skolen: En kvalitativ studie av KRLE-læreres planlegging for- og erfaringer med islamundervisning i skolen,https://hdl.handle.net/11250/2789088,"El Fari, Naoufel","Brekke, Øystein|Hammer, Aina",nb,Islamundervisning|Medierepresentasjoner|Forforståelser|Kontroversielle tema|Religionsrepresentasjoner|Mangfold|Islamic education|Media portrayals|Preconceptions|Controversial topics|Religion representations|Diversity,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Religionsliteracy: En hermeneutisk begrepsundersøkelse,https://hdl.handle.net/11250/2788973,"Borander, Eirik","Brekke, Øystein|Schanke, Åge",nb,Religionsliteracy|Religious literacy|Kritisk literacy|Fagspesifikk literacy|Religionsdidaktikk,,2021,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Tre læreres bruk av dialogiske virkemidler som i følge forskning kan stimulere til elevers utvikling av relasjonell forståelse,https://hdl.handle.net/10642/6189,"Eriksrud, Alexander","Bjerke, Hessen Annette|Kleve, Bodil",nb,Matematikkdidaktikk|Dialogiske virkemidler|Relasjonell forståelse,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Ekstremisme på timeplanen - En kvalitativ studie om skolens bidrag i det forebyggende arbeidet mot ekstremisme,https://hdl.handle.net/10642/6186,"Brendlien, Emma Josefine Narmo","Ferrer, Marlen|Granås, Anders",nb,Ekstremisme|Kritisk tenkning|Forebygging,VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Andre pedagogiske fag: 289,2018,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
Konkurranse i kroppsøving: En kvalitativ analyse av hvordan 10. klasseelever opplever konkurranseaspektet i kroppsøvingsfaget,https://hdl.handle.net/10642/8709,"Skjærstein, Knut-André Søyland","Hordvik, Mats Melvold (hovedveileder)|Standal, Øyvind Førland (biveileder)",nb,Konkurranser|Kroppsøving|Selvoppfatning|Ferdigheter|Elever|Idrett,,2019,LUI - Master i Skolerettet utdanningsvitenskap,LUI,Fakultet for lærerutdanning og internasjonale studier,GFU,Institutt for grunnskole- og faglærerutdanning,Master i Skolerettet utdanningsvitenskap,nor
